IDLink,Title,Headline,Source,PublishDate,SentimentTitle,SentimentHeadline,Facebook,GooglePlus,LinkedIn,Year,Month,DayOfWeek,Hour
48379,Microsoft Expands Azure Active Directory Domain Services Preview,"Microsoft has bolstered its Azure Active Directory (AD) Domain Services offering, which is currently at the preview stage. Azure AD Domain",Redmondmag.com,2016-05-10 01:34:21,0.038505489247091004,0.0510433402105209,0,1,30,2016,5,1,1
48441,Snag Far Cry 4 for Xbox One for just $15 on the Microsoft Store,"Thankfully, if you haven't had a chance to do so yet, you can currently grab the game for quite a discount at $14.99 on the Microsoft Store.",Windows Central,2016-05-10 02:40:28,0.030070326520293,0.0294174202707276,12,1,0,2016,5,1,2
48401,"Microsoft Monday: Windows 10 To Cost $119, 10 New Xbox ...","""""""Microsoft MSFT -0.60% Monday"""""" takes a look back at the past week of news related to Microsoft. This week, """"""Microsoft Monday"""""" includes",Forbes,2016-05-10 03:31:21,-0.0551198189805122,0.0727392967453308,16,5,20,2016,5,1,3
48418,Microsoft begins sending Hololens wave 2 invitations to developers,Microsoft today started sending HoloLens Wave 2 invitations to developers. Microsoft is looking for a wide spectrum of developers to create,MSPoweruser.com,2016-05-10 06:20:22,-0.0441941738241592,-0.0854053741406169,6,0,1,2016,5,1,6
48424,Xbox One May Update: Will a new Microsoft patch finally deliver ...,Microsoft's Mike Ybarra confirmed hinted last week that a huge change to the console would be coming &quot;soon&quot;. He teased that the Xbox One,Express.co.uk,2016-05-10 07:31:21,-0.14761492911619697,-0.141734765165492,5,0,0,2016,5,1,7
48440,Microsoft to Discontinue Windows 10 Mobile FM Radio App,"Microsoft will remove its official FM Radio app from Windows 10 Mobile, requiring users to download third-party alternatives from the store in",Softpedia News,2016-05-10 07:57:23,0.0441941738241592,0.0266500895444513,3,0,0,2016,5,1,7
48439,FTC orders Microsoft to provide them with info on security update ...,"In order to gain a better understanding of security in the mobile ecosystem, the Federal Trade Commission yesterday issued orders to eight",MSPoweruser.com,2016-05-10 08:05:22,0.0400444754517342,0.100196933884486,4,0,1,2016,5,1,8
48492,Deal Alert: Far Cry 4 for Xbox One only $14.99 at the Microsoft Store ...,"Microsoft has a great deal in the Windows Store today, offering the great Far Cry 4 for only $14.99 until the 28th May. Game Description:.",MSPoweruser.com,2016-05-10 08:20:27,0.011025786390774,0.00260643017571339,3,0,1,2016,5,1,8
48460,Microsoft shutting down its MSN portal in China,"160330 microsoft nadella 7 Satya Nadella, CEO of Microsoft, speaking at the Build conference in San Francisco on March 30, 2016. Credit:",CIO,2016-05-10 08:40:22,0.158086242616836,0.147313912747197,4,1,8,2016,5,1,8
48557,"Microsoft frees Tomb Raider, and other Windows Store games, from V-Sync restrictions","Gamers who bought Tomb Raider on the Windows Store haven't been able to turn off V-sync, hampering performance. An update today should solve the problem, giving gamers more control over games purchased from the Store. ",Digital Trends via Yahoo! Sports,2016-05-10 09:52:00,-0.0346687622640768,-0.044675925925926,0,0,0,2016,5,1,9
48575,"Microsoft learns to listen, enables G-Sync and FreeSync for Windows Store games","Gamers who bought Tomb Raider on the Windows Store haven't been able to turn off V-sync, hampering performance. An update today should solve the problem, giving gamers more control over games purchased from the Store. ",Digital Trends via Yahoo! News,2016-05-10 09:52:00,0.0,-0.044675925925926,0,0,0,2016,5,1,9
48574,Microsoft pushes Windows Hello with latest Surface driver updates,"Although camera updates for the Surface Book and Surface Pro 4 might nit seem important, they should improve the function of Windows Hello, which has proven an important security consideration for those moving beyond passwords. ",Digital Trends via Yahoo! News,2016-05-10 10:06:00,0.0833333333333333,0.20499440255315501,0,0,0,2016,5,1,10
48465,Microsoft will close MSN China to focus on selling other services,"Microsoft announced today that it will shut down MSN China, its web portal for China, early next month. An emailed statement from a company",TechCrunch,2016-05-10 10:41:22,0.268721985854932,0.19971208688447098,110,14,96,2016,5,1,10
48895,Windows 10 upgrade nag: DOA or still kickin'?,Microsoft today declined to confirm that it will end the on-screen campaign that nags Windows 7 and Windows 8.1 users into upgrading to Windows 10. ,ARNnet,2016-05-10 10:57:00,0.0,0.0260643017571343,33,0,0,2016,5,1,10
48473,Windows Mobile gets good just as Microsoft stops caring,"Yet today Windows 10 Mobile is finally -- after Windows Mobile 6.5 and the Windows Phone 7, 7.5, 7.8, 8, and 8.1 versions -- the smartphone",InfoWorld,2016-05-10 11:01:21,0.12065972222222197,0.0666972968849916,22,4,45,2016,5,1,11
48468,"Microsoft Executive Says Artificial Intelligence Is The Future, Will ...","The Microsoft logo hangs from a window during the grand opening of Microsoft's first retail store in Scottsdale, Arizona, Oct. 22, 2009.",International Business Times,2016-05-10 11:16:24,-0.0833333333333333,0.0419262745781211,10,4,24,2016,5,1,11
48579,Microsoft Canadian Datacentres Officially Open for Business,"Microsoft Canada announced today that the Microsoft Cloud is now officially open to power even more Canadian businesses. With this announcement, Microsoft Azure is generally available from local datacentre ",Marketwired via Yahoo! Finance,2016-05-10 11:23:00,-0.0971158715370929,-0.0339990110488747,0,0,196,2016,5,1,11
48587,Microsoft releases second wave of HoloLens development kit invites,"The only way to get your hands on a HoloLens is to ask Microsoft for a development kit, and the company is currently distributing a second wave of invites to applicants who made the cut. ",Digital Trends via Yahoo! Sports,2016-05-10 11:30:00,-0.125,-0.11910916060752699,0,0,0,2016,5,1,11
48503,Microsoft Surface Book 2 May Launch In June,"It has been a few months since Microsoft released its high-end Surface Book laptop, but the rumors of a next-gen device have already started.",InformationWeek,2016-05-10 13:20:23,0.14173667737846,-0.0956066158798647,11,2,3,2016,5,1,13
48502,Microsoft to Shutter MSN Portal Site in China,"Microsoft confirmed that it will close down its MSN portal site in China next month but offered no explanation for the move, first reported by",Fortune,2016-05-10 13:21:23,0.26516504294495497,-0.0219062500000001,6,5,9,2016,5,1,13
48611,Microsoft is Taking Build 2016 on the Road,"As it did last year, Microsoft is taking its Build Tour on the road, offering those who couldn't attend its Build 2016 developer conference a chance",Thurrott.com (blog),2016-05-10 14:00:22,0.28347335475692,0.0833333333333334,1,0,0,2016,5,1,14
48619,"Microsoft brings unlocked frame rates, FreeSync and G-Sync to UWP games with Windows 10 update","Gamers can be a demanding bunch, and in many regards Windows 10 has been something of a disappointment as a gaming platform. While Microsoft has used Windows 10 to merge the worlds of PC and Xbox One gaming, Universal Windows Platform (UWP) games have been somewhat crippled by crappy frame rates. Today this changes. Microsoft is pushing out an update that allows developers to take advantage of ",BetaNews,2016-05-10 14:15:00,0.0645497224367903,-0.316805384596603,4,2,3,2016,5,1,14
48863,"Windows 10 PC games get unlocked frame rates, FreeSync and G-Sync support","Microsoft is catching up with competing PC gaming platforms by unlocking frame rates of games sold through the Windows Store. The software giant is also enabling AMD's FreeSync and Nvidia's G-Sync technologies. Although Microsoft may be bragging about these additions in their press release, the reality is that PC gamers have had access to these features from other gaming platforms for a long ",TechRadar,2016-05-10 14:40:00,-0.09646560747710001,0.00238715277777784,6,0,0,2016,5,1,14
48514,Microsoft Makes Major Improvements to UWP Games on Windows 10,"As you may recall, Microsoft started an onslaught of AAA Windows 10 game titles based on DirectX 12 and UWP back in January with the",Thurrott.com (blog),2016-05-10 14:47:22,0.0416666666666667,-0.0651607543928359,4,0,0,2016,5,1,14
48523,Innovative Software Trial and Training Application for ISV's ...,iO application levels the playing field by allowing ISV's to deliver free software trials and conduct trainings on the Microsoft Azure cloud.,PR Newswire (press release),2016-05-10 15:20:24,0.132582521472478,0.0438616057085762,3,1,3,2016,5,1,15
48520,Top 50 BSE listed companies now on Microsoft cloud,NEW DELHI: Microsoft India chairman Bhaskar Pramanik today claimed that the top 50 of the 100 companies listed on Bombay Stock,Times of India,2016-05-10 15:22:22,0.0174935271387298,0.0525744390120038,8,0,2,2016,5,1,15
48517,Microsoft starts tackling game developer complaints in Universal ...,Microsoft has been pushing developers to build applications for the Windows Store and the Universal Windows Platform and has come under,Ars Technica,2016-05-10 15:29:22,-0.15467960838455702,-0.0303080403105545,19,3,2,2016,5,1,15
48521,See the first Microsoft-powered smart car in action,"The project """""" part of Microsoft's new """"""platform for the Intelligence Revolution"""""" was mentioned by CEO Satya Nadella during his keynote at",WinBeta,2016-05-10 16:01:22,0.21069444444444396,-0.11365515116457901,15,5,6,2016,5,1,16
48527,"Apple Must Step Up In 'Bots' As Facebook, Microsoft Advance, Says ...","Facebook (FB) recently introduced """"""chatbots"""""" built into its messaging service while Microsoft (MSFT) launched its """"""Bot Framework"""""" software tools for developers,",Investor's Business Daily,2016-05-10 16:05:24,0.0556958455956148,0.0,16,1,28,2016,5,1,16
48522,Microsoft's Xamarin now has native support from mobile database ...,"If you're wondering if this is a flash-in-the-pan deal now that Microsoft is involved, think again. Both companies say Microsoft is very supportive",The Next Web,2016-05-10 16:07:22,-0.0416666666666667,0.117601585202654,57,7,56,2016,5,1,16
48537,Fixing Microsoft Band,"And as I did so this morning, I started thinking about how I'd update Microsoft Band 2, the wearable I use and recommend. What should a",Thurrott.com (blog),2016-05-10 17:03:23,-0.0721687836487032,0.158333333333333,1,0,0,2016,5,1,17
48555,Microsoft expands its Azure cloud platform to South Korea,"Microsoft is expanding the global footprint of its cloud platform to South Korea, and it has officially launched its previously announced data",PCWorld,2016-05-10 18:02:22,-0.0668402777777777,-0.0427511853108906,11,1,3,2016,5,1,18
48563,Microsoft expands its Azure cloud platform to South Korea,"Microsoft is expanding the global footprint of its cloud platform to South Korea, and it has officially launched its previously announced data",CIO,2016-05-10 18:04:21,-0.0668402777777777,-0.0427511853108906,5,2,6,2016,5,1,18
48678,Microsoft expands its Azure cloud platform to South Korea,"Microsoft is expanding the global footprint of its cloud platform to South Korea, and it has officially launched its previously announced data center in Canada, the company announced Tuesday. ",MIS Asia,2016-05-10 18:16:00,-0.0668402777777777,-0.014023866685246002,0,0,0,2016,5,1,18
48630,Microsoft announces new Meet the Microsofties community program,"Microsoft today announced a community effort named """"""Meet the Microsofties"""""" that will help connect Microsoft employees to students and",MSPoweruser.com,2016-05-10 18:20:21,-0.051559869461519,0.133825844757828,4,0,0,2016,5,1,18
48564,"Pros, cons of Cisco, Microsoft cloud communications","Microsoft wins on price, but enterprises that have complex telephone systems will find benefits in Cisco's options for cloud communications.",TechTarget,2016-05-10 18:32:21,-0.0757897510982043,-0.121702658150379,0,1,27,2016,5,1,18
48585,"Hololens dev kit hopefuls, check your emails: Microsoft just sent out ...","Microsoft's HoloLens project is quite different from consumer VR headsets like the Oculus Rift and the HTC Vive, so the company hasn't made",Digital Trends,2016-05-10 19:15:26,-0.0157037158634252,-0.009774113158925379,9,1,4,2016,5,1,19
48615,Microsoft Brings Its Cloud To New Territory,The multi-billion-dollar cloud expansion by major tech players continued Tuesday with Microsoft saying that it has opened two previously,Fortune,2016-05-10 19:20:21,-0.130909570078716,-0.152866178316359,19,16,67,2016,5,1,19
48616,"Microsoft releases new Surface Book, Surface Pro 4 firmware updates",Last month Microsoft released a blitz of Surface Book and Surface Pro 4 updates that solved most of the problems plaguing users. But there,InfoWorld,2016-05-10 19:20:21,0.159722222222222,0.0217202514642787,6,0,2,2016,5,1,19
48680,Windows 10 upgrade nag: DOA or still kickin'?,Microsoft today declined to confirm that it will end the on-screen campaign that pesters Windows 7 and Windows 8.1 users into upgrading to Windows 10. ,MIS Asia,2016-05-10 20:03:00,0.0,0.0260643017571343,34,0,0,2016,5,1,20
48730,Microsoft announces Office 365 datacenters in Canada,Microsoft today announced that Office 365 datacenter region is now available in Canada. This new datacenter region adds in-country data,MSPoweruser.com,2016-05-10 20:40:22,0.0,0.107144923921865,5,0,9,2016,5,1,20
48722,Microsoft opens its Office 365 datacenters in Canada,Both Office 365 and Microsoft Azure customers in Canada can now benefit from enterprise-grade reliability and performance combined with,Windows Central,2016-05-10 20:40:23,0.0,0.0645231751510955,8,1,6,2016,5,1,20
48595,Microsoft will deliver open source .Net Core in June,"In an effort to woo non-Windows developers, Microsoft is moving .Net Core, the open source, cross-platform implementation of its .",InfoWorld,2016-05-10 20:45:24,-0.0439814814814813,0.0530390705434705,21,3,25,2016,5,1,20
48594,IE and Graphics head Microsoft's Patch Tuesday critical list,"There's also a five-fix bundle for Microsoft's graphics component and seven flaws found in Windows kernel drivers, mainly for 32-bit versions of",The Register,2016-05-10 21:02:23,-0.32291666666666696,-0.0521286035142687,18,7,24,2016,5,1,21
48612,Microsoft releases Visual Studio '15' Preview 2,"Last month, Microsoft released its first preview of Visual Studio '15' (not to be confused with Visual Studio 2015 which, of course, launched last",Neowin,2016-05-10 22:28:22,-0.14173667737846,-0.0063788795384978605,5,3,5,2016,5,1,22
48622,"See Microsoft's vision of a highly connected, productive self-driving ...","IAV and Microsoft are teaming up to develop a """"""connected highly automated driving"""""" vehicle. The vehicle, which Microsoft and IAV are calling",MSPoweruser.com,2016-05-10 23:36:21,0.236555937189818,0.0580379727856939,19,2,29,2016,5,1,23
48635,Microsoft Publishes Office 365 Education Roadmap,Microsoft's education customers can now see what Office has in store for them. The Office 365 education roadmap builds on the existing Office,eWeek,2016-05-10 23:40:21,0.111803398874989,0.174735753779786,2,1,20,2016,5,1,23
48636,Microsoft Patches Internet Explorer Zero-Day Used in Attacks in ...,Microsoft released today security fixes for some of its products as part of its Patch Tuesday update cycle. One of the patches is an Internet,Softpedia News,2016-05-10 23:40:22,0.11858541225631401,-0.0359375,2,2,9,2016,5,1,23
48637,Microsoft explains locally storing app data for Windows 10,"A month ago, we even saw Microsoft's porting guide for apps to convert from Silverlight to UWP. The blog series has already covered roaming",WinBeta,2016-05-10 23:40:23,0.0,-0.0158408841872697,3,2,1,2016,5,1,23
48683,Microsoft releases Windows 10 Insider Preview Build 14342 -- here's what's new,"Windows Insiders now have a new build to test, as Microsoft just released Windows 10 Insider Preview Build 14342 to Fast Ring. As always, users can expect a significant number of improvements and bug fixes to be included, but also some known issues to be present. One of the biggest changes is related to Wi-Fi Sense. Because it has not been very popular with Windows 10 users, Microsoft is not ",BetaNews,2016-05-11 00:00:00,-0.04861111111111099,-0.36251917773442893,18,10,7,2016,5,2,0
48693,Microsoft Surface Book 2: The Latest Rumors and News,Microsoft Surface Book 2: The Latest Rumors and News ,Nasdaq,2016-05-11 00:45:00,0.132582521472478,0.132582521472478,3,0,0,2016,5,2,0
48655,Microsoft removes 'Torrenty' app from Windows Store for installing ...,"'Torrenty', a torrent client app for Windows 10, was recently pulled from the Windows Store by none other than Microsoft themselves after it was",MSPoweruser.com,2016-05-11 01:20:21,0.0,-0.23457871581420897,6,0,3,2016,5,2,1
48673,Microsoft and Adobe warn of separate zero-day vulnerabilities under ...,"Windows users woke up to something that doesn't happen every day: the disclosure of two zero-day vulnerabilities, one in the Microsoft",Ars Technica,2016-05-11 01:20:21,-0.177878118384471,0.0681057843913754,203,22,247,2016,5,2,1
48670,"Microsoft killing Azure Mobile Services in December, will migrate ...","Microsoft today announced upcoming changes for its cloud services intended for use in mobile apps. The Azure Mobile Services suite """""" which",VentureBeat,2016-05-11 02:20:20,0.0416666666666667,0.0623209078885777,25,5,55,2016,5,2,2
48719,Microsoft Office 365 Now Available for Resale by OVH Partners,The OVH Partners Program gets enriched. The European cloud leader has joined a circle of Microsoft partners able to distribute the Microsoft Office 365 desktop software suite to its own resellers. This ,Marketwired via Yahoo! Finance,2016-05-11 03:00:00,0.0,-0.0753032646518509,0,0,0,2016,5,2,3
48735,Microsoft fixes actively attacked IE flaw and 50 other vulnerabilities,"Microsoft released patches for 51 vulnerabilities Tuesday, including one affecting Internet Explorer that hackers have exploited in targeted attacks against organizations in South Korea. The Microsoft patches were covered in 16 security bulletins , eight rated critical and eight important. The affected products include Windows, Internet Explorer, Microsoft Edge, Office and Microsoft .NET ",PC World,2016-05-11 04:58:00,0.141203703703704,0.0320407760225154,23,3,3,2016,5,2,4
48672,Microsoft partners with TANSTIA to accelerate SMB growth,"To give impetus to the sector, Microsoft and Tamil Nadu Small and Tiny Industries Association (TANSTIA) have come together to offer a range",Times of India,2016-05-11 06:00:21,-0.176776695296637,-0.207283599807432,2,1,13,2016,5,2,6
48751,Microsoft to remove Windows 10 Wi-Fi network sharing feature,Microsoft is removing the controversial Wi-Fi Sense password-sharing feature from Windows 10. ,ZDNet,2016-05-11 06:17:00,-0.0416666666666667,-0.0500771010481111,20,1,20,2016,5,2,6
48753,Microsoft Canadian Data Centres Expand Softchoice's Canadian Footprint,"TORONTO, May 11, 2016 /CNW/ - David MacDonald, president and CEO of Softchoice, a leading North American IT solutions and managed services provider, welcomed the official opening of Microsoft's new data centers in Canada, which will deliver Azure, Office 365, and Dynamics CRM Online to more Canadian organizations, helping them realize the benefits of Microsoft Cloud. With this announcement ",PR Newswire via Yahoo! Finance,2016-05-11 06:27:00,0.0319180144285594,0.0100427687846088,0,0,18,2016,5,2,6
48764,Microsoft's killing Windows 10's controversial Wi-Fi Sense password sharing feature,"Sometimes even good ideas just don’t work out in the real world, and to that end, Microsoft recently announced it’s killing Wi-Fi Sense in Windows 10. In fact, the latest Windows preview build for PCs, build 14342, already removed the feature from Windows Insiders' computers. Wi-Fi Sense is a controversial Wi-Fi password sharing feature Microsoft added to the original release of Windows 10. The ",PC World,2016-05-11 06:43:00,-0.0921284663987613,-0.00143179338465554,59,4,4,2016,5,2,6
48708,Microsoft releases new Windows 10 preview for PCs with more ...,Microsoft today released a new Windows 10 preview build to people participating in the fast ring of the Windows Insider Program. There are a,VentureBeat,2016-05-11 07:40:21,-0.04861111111111099,-0.03040835204999,16,6,11,2016,5,2,7
48783,Microsoft Store is offering great discounts on notebooks and gaming ...,The Microsoft Store is running a sale on several gaming notebooks and PCs right now. Highlighted deals include a $500 discount on,Windows Central,2016-05-11 08:40:23,0.142302494707577,0.0465214888391873,6,1,0,2016,5,2,8
48795,Latest Windows Insider build beefs up Edge web browser,"Microsoft has launched Windows 10 Insider Preview Build 14342, which offers several improvements to the Edge web browser, among a host of other tweaks and fixes. The new build is currently being distributed to users in the Fast Ring of the Insider Program. ",Digital Trends via Yahoo! Sports,2016-05-11 08:49:00,0.076388888888889,-0.0422970605114974,0,0,0,2016,5,2,8
48703,Microsoft is getting rid of Wi-Fi Sense,"Microsoft is getting rid of Wi-Fi Sense, citing low demand and low usage. The feature lets you easily share your Wi-Fi credentials with your",Windows Central,2016-05-11 09:20:34,-0.063836028857119,-0.104867655594723,27,7,0,2016,5,2,9
48699,Microsoft Research wants to pit you against virtual swimmers,"You don't need other people to swim, but a Microsoft Research project can spice up your swimming routine by putting you in or pitting you",Engadget,2016-05-11 09:42:22,0.0,-0.108333333333333,66,4,24,2016,5,2,9
48812,Microsoft moves ahead with plans to shut down standalone Sunrise calendar app,Microsoft will be removing its standalone Sunrise calendar app from the Apple and Google Play stores shortly and totally shutting down the app by the end of August. ,ZDNet,2016-05-11 10:36:00,0.0569080929396545,-0.0784527820350605,11,2,2,2016,5,2,10
48721,Microsoft finally came to the same conclusion everyone else did ...,Microsoft has confirmed that it will be removing a Wi-Fi network sharing feature from Windows 10 with an upcoming update. The feature allows,The Next Web,2016-05-11 10:40:36,-0.0790569415042095,-0.156385810542806,82,25,340,2016,5,2,10
48720,"Microsoft shows Windows 10's growth accelerating, but all is not as it ...","Despite Microsoft aggressively pushing Windows 10 onto as many systems Also, unlike NetMarketShare, Microsoft only measures Windows",BetaNews,2016-05-11 11:22:23,-0.43301270189221897,-0.0112847222222223,3,2,0,2016,5,2,11
48739,Microsoft fixes actively attacked IE flaw and 50 other vulnerabilities,"Microsoft released patches for 51 vulnerabilities Tuesday, including one affecting Internet Explorer that hackers have exploited in targeted",Network World,2016-05-11 13:02:23,0.141203703703704,-0.0151584765647708,22,4,13,2016,5,2,13
48745,Microsoft Skype partners with Sify to allow local method payments ...,"Till now, Skype users in India could buy Skype credit or subscriptions only with International credit cards. Microsoft today announced their",MSPoweruser.com,2016-05-11 13:02:24,0.19764235376052397,0.11426131197079,6,0,0,2016,5,2,13
48807,Microsoft Cloud increases its reach across South Korea and Canada,"The cloud computing infrastructure, Microsoft Cloud continues to increase its operations, such as introducing datacenter regions to Seoul in",Neowin,2016-05-11 13:20:23,-0.0634102551648346,-0.12068223500482698,6,1,0,2016,5,2,13
48771,Better Buy: Microsoft Corporation vs. IBM,"In the not-too-distant past, both Microsoft (NASDAQ:MSFT) and International Business Machines (NYSE:IBM) were sitting pretty. Microsoft, with",Motley Fool,2016-05-11 13:40:27,0.17591532238390803,0.0750123997686224,6,0,15,2016,5,2,13
48870,Microsoft dumps Windows 10 'feature' that shares your wifi passwords with contacts,"Called Wi-Fi Sense, it was designed to easily let people share wifi passwords with friends, but was described as 'an accident waiting to happen' by security experts. T ",Daily Mail,2016-05-11 13:44:00,0.0,-0.19520577650382803,16,0,0,2016,5,2,13
48760,"Microsoft, Grimes, Artiphon And More: Music Technology Of The ...","Moogfest, touching down in Durham, North Carolina from May 19th to 22nd, is both a conference and a concert. But the celebration of Grammy",Forbes,2016-05-11 14:29:24,0.0,-0.0618219741939418,16,0,21,2016,5,2,14
48761,Pay what you want for the Complete Microsoft Office Training bundle,"While a great many people claim expertise in Microsoft Office on resumes and job searches, a robust fluency in the entire suite of programs and",The Next Web,2016-05-11 14:31:25,0.30857801671630497,-0.0936458333333334,25,4,11,2016,5,2,14
48767,Crunching the costs of Microsoft Exchange on-premises vs. cloud ...,Many organizations may be at the crossroads to decide if they want to continue with Microsoft Exchange on premises or use the Office 365 mail service and,TechTarget,2016-05-11 14:36:27,-0.129291039751676,0.0345586592300793,2,2,1,2016,5,2,14
48933,Microsoft Research's SwinTrain lets you swim against virtual ...,Microsoft Research Asia is working with Korea Advanced Institute of Science and Technology on a research project called SwimTrain which,MSPoweruser.com,2016-05-11 16:00:22,0.0,0.111803398874989,3,0,2,2016,5,2,16
48819,Microsoft fixes actively attacked IE flaw and 50 other vulnerabilities,"Microsoft released patches for 51 vulnerabilities Tuesday, including one affecting Internet Explorer that hackers have exploited in targeted",Computerworld,2016-05-11 16:20:24,0.141203703703704,-0.0151584765647708,15,3,5,2016,5,2,16
48886,Outlook for Mac will soon let you resize images and try new fonts,"Microsoft is revamping the message editor in Outlook for Mac, giving its users new options for editing elements inside their email messages. ",CIO,2016-05-11 16:50:00,-0.109784413836243,-0.0310917711351931,1,0,0,2016,5,2,16
48800,Microsoft's Azure CDN from Akamai launches out of preview,"The two options are more modern and feature-rich than the CDN Microsoft itself developed several years ago, primarily to support Windows",VentureBeat,2016-05-11 17:00:23,-0.0416666666666667,-0.10660035817780499,10,3,109,2016,5,2,17
48913,Outlook for Mac will soon let you resize images and try new fonts,"Microsoft is revamping the message editor in Outlook for Mac, giving its users new options for editing elements inside their email messages. ",Computer World Australia,2016-05-11 17:01:00,-0.109784413836243,-0.0310917711351931,1,0,0,2016,5,2,17
48804,30% Gain Left In Microsoft Target?,Microsoft (NASDAQ:MSFT) expects to compete with SAP (NYSE:SAP) and perhaps NetSuite (NYSE:N) in the bidding process for Marketo,Seeking Alpha,2016-05-11 17:18:26,0.0,0.0,4,1,11,2016,5,2,17
48878,Rumor Suggests That Microsoft Closed Lionhead Studios Because ...,There are some new rumors circulating about why Microsoft chose to close Lionhead Studios last month. The latest rumors suggest that,Tech Times,2016-05-11 17:20:21,-0.0883883476483184,0.22100622994456304,2,1,0,2016,5,2,17
48806,Microsoft tells UN more can be done to combat digital terror,"Microsoft told the United Nations on Wednesday that technology companies can do more to combat digital terror, but warned there was no",Daily Mail,2016-05-11 17:32:23,-0.188444590361102,-0.20742653028764602,4,0,0,2016,5,2,17
48803,Microsoft wants HoloLens to be used by the military,"In a blog post on Microsoft's Enterprise website, the company envisions a world where the US military, and probably other countries' militaries",Neowin,2016-05-11 17:41:24,-0.0416666666666667,0.0,6,0,4,2016,5,2,17
48854,Microsoft to release new editor for Outlook 2016 on Mac,Microsoft today announced that they are going to release a new editor in Outlook 2016 for Mac with enhanced formatting support. It will support,MSPoweruser.com,2016-05-11 18:00:26,0.0225694444444446,-0.311685608512398,6,2,7,2016,5,2,18
48938,Microsoft to Shut Down Sunrise App on Aug. 31,Microsoft to Shut Down Sunrise App on Aug. 31 ,Nasdaq,2016-05-11 18:04:00,0.0255037211443586,0.0255037211443586,1,0,0,2016,5,2,18
48811,Microsoft-acquired Sunrise calendar app to officially shut down on ...,"After being acquired by Microsoft last year and merging with Outlook, the Sunrise team has announced that it will officially shut down on August",The Next Web,2016-05-11 18:04:23,0.0228112216631938,-0.142621115014915,57,16,85,2016,5,2,18
48808,Microsoft will shut down Sunrise on August 31 to focus on Outlook ...,Today the Sunrise team took to its blog to announce the sad news that the calendar app Microsoft acquired last year will be going away as the,VentureBeat,2016-05-11 18:06:23,0.0877052530972297,-0.166389140078955,59,9,45,2016,5,2,18
48822,Microsoft is killing its Sunrise calendar app on August 31st,Microsoft revealed last year that it was planning to merge its Outlook and Sunrise apps into a single app. After acquiring Sunrise more than a,The Verge,2016-05-11 18:44:24,0.0395284707521047,-0.194166666666667,145,14,46,2016,5,2,18
48825,"Google bans payday loan ads, will Microsoft follow?","As the second-placed search engine in the US and various regions internationally, Microsoft's Bing platform will undoubtedly be called into",WinBeta,2016-05-11 18:44:25,0.0,0.0818317088384971,4,0,0,2016,5,2,18
48869,Microsoft's May 2016 patches fix a boatload of vulnerabilities ...,"Microsoft released 16 security bulletins, eight of which are critical for remote code execution. Adobe to release a zero-day patch for Flash",Network World,2016-05-11 19:00:21,-0.15283818447521696,-0.17044953104472,10,3,52,2016,5,2,19
48885,Perfect World is putting Xbox One multiplayer battler Gigantic on ...,"Microsoft was already helping Motiga bring the game to Xbox One and Windows 10 through the Universal Windows Platform (UWP), but Perfect",VentureBeat,2016-05-11 19:00:23,0.0395284707521047,-0.12274756325774601,9,2,6,2016,5,2,19
48860,Microsoft Azure Reaches Into South Korea as Cloud Demand Soars,"Microsoft announces an expansion into South Korea. Meanwhile, Azure opens for business in Canada, and the company releases new",eWeek,2016-05-11 19:20:24,-0.144663222821939,-0.0334564611894568,8,3,17,2016,5,2,19
48824,"Microsoft unlocks frame rates, adds G-Sync and Freesync support ...",Microsoft's Universal Windows Platform has picked up a few updates today that should make PC gamers happy. The latest Windows 10 update,The Verge,2016-05-11 19:37:25,-0.0790569415042095,0.116291950671598,20,1,5,2016,5,2,19
48843,Microsoft SwimTrain Brings Virtual Competition To Solo Swimming ...,Microsoft SwimTrain works by allowing swimmers to choose to race against an opposing team or join a virtual team. If the user is virtually,Tech Times,2016-05-11 20:06:24,-0.0441941738241592,-0.114819831692961,3,0,0,2016,5,2,20
48838,Microsoft is #3 on Forbes' list of world's most valuable brands for 2016,Forbes has just released their annual study of the world's most valuable brands and Microsoft has scored the third spot on the podium behind,WinBeta,2016-05-11 20:22:24,0.22613350843332297,0.111276009727129,16,2,3,2016,5,2,20
48861,Pocket releases its official Save To Pocket extension for Microsoft ...,Pocket today released the official Save To Pocket extension for Microsoft Edge. If you are a Windows Insider running the latest build of,MSPoweruser.com,2016-05-11 21:53:25,0.0,0.00651607543928359,9,0,0,2016,5,2,21
48879,Microsoft Isn't Worried About 'The Collector's' Password Cache,"Alex Weinert, group program manager of Microsoft's Identity Protection team, took to the company's blog to reveal the impact of the seemingly",eWeek,2016-05-11 22:20:21,0.132582521472478,0.0977169949963214,6,2,9,2016,5,2,22
48922,Microsoft's partnership with Nintendo &quot;has been great&quot; for Minecraft ...,"Microsoft partnered with Nintendo a while ago in order to bring Minecraft to the Wii U, and their partnership continued to flourish afterwards.",WinBeta,2016-05-12 00:00:32,0.0,-0.188966187739224,5,1,0,2016,5,3,0
48884,Microsoft initiates Windows Dev Center Tips program to help ...,"As an effort to inform and assist developers as they transition to the Universal Windows Platform, The Windows App Team will start releasing a",WinBeta,2016-05-12 00:20:22,0.111111111111111,-0.0382732772309872,2,1,0,2016,5,3,0
